类别,名称,细类,距离_km,纬度,经度,地址,OSM类型,OSM_id,来源
住宅区,同德晨曦园,residential,0.3,34.297885,108.709476,,way,1018709752,OpenStreetMap
住宅区,沣西新城,suburb,0.35,34.293447,108.710091,,node,11286420979,OpenStreetMap
住宅区,怡莘花园,residential,0.55,34.300265,108.715366,,way,1018709808,OpenStreetMap
住宅区,西部云谷-二期,residential,0.57,34.294356,108.717816,秦都区 同德路,way,1018741390,OpenStreetMap
住宅区,钓台街道,suburb,0.62,34.301251,108.714783,,node,2470141389,OpenStreetMap
住宅区,东张村,village,0.86,34.288491,108.712627,,node,14109980470,OpenStreetMap
住宅区,佳美花园,residential,0.96,34.304364,108.70856,,way,1019719807,OpenStreetMap
住宅区,金科·世界城,residential,1.24,34.307354,108.712165,,way,1019719817,OpenStreetMap
住宅区,西部云谷1期,residential,1.25,34.293478,108.698842,秦都区 丰耘路,way,1018671227,OpenStreetMap
住宅区,枫溪美郡,residential,1.29,34.296436,108.698005,,way,1018671244,OpenStreetMap
住宅区,沣西新城康定和园,residential,1.35,34.296601,108.726685,,way,1018741445,OpenStreetMap
住宅区,吾悦公馆,residential,1.37,34.303924,108.723576,,way,1019369956,OpenStreetMap
住宅区,金悦城,residential,1.4,34.308706,108.710473,,way,1019719812,OpenStreetMap
住宅区,隆桥瑞苑,residential,1.53,34.294164,108.728437,,way,1018741431,OpenStreetMap
住宅区,宜家沣都,residential,1.56,34.308936,108.719061,,way,1019719848,OpenStreetMap
住宅区,安谷苑小区,residential,1.8,34.305666,108.696072,,way,1551317258,OpenStreetMap
住宅区,田家堡村,village,2.04,34.303015,108.691388,,node,14109980463,OpenStreetMap
住宅区,陈杨寨街道,suburb,2.36,34.315199,108.700487,,node,3079732088,OpenStreetMap
住宅区,西张村,village,2.41,34.282977,108.691234,,node,14109980469,OpenStreetMap
住宅区,沣西·逸园,residential,2.52,34.277476,108.696608,,way,1018195551,OpenStreetMap
住宅区,沣润和园,residential,2.53,34.310616,108.733243,,way,1019311398,OpenStreetMap
住宅区,张后头村,village,2.55,34.286966,108.686578,,node,14109980468,OpenStreetMap
住宅区,五席坊村,village,2.67,34.279256,108.732583,,node,14109980475,OpenStreetMap
住宅区,龙湖景粼玖序,residential,2.75,34.274248,108.698118,,way,1317499365,OpenStreetMap
住宅区,辛旺西村,village,2.82,34.272607,108.723227,,node,14109980473,OpenStreetMap
住宅区,段村,village,2.84,34.321589,108.714927,,node,14109980461,OpenStreetMap
住宅区,辛旺东村,village,2.85,34.273936,108.727454,,node,14109980474,OpenStreetMap
住宅区,曹家寨村,village,2.95,34.298175,108.679951,,node,14109980462,OpenStreetMap
住宅区,上善嘉苑 11 号楼,neighbourhood,3.07,34.319802,108.729301,,node,9936538813,OpenStreetMap
住宅区,上善嘉苑,neighbourhood,3.08,34.320062,108.729116,,way,1084349264,OpenStreetMap
住宅区,上善嘉苑 12 号楼,neighbourhood,3.08,34.320227,108.728692,,node,9936538814,OpenStreetMap
住宅区,怡水花园,residential,3.13,34.323597,108.71993,,way,1547258379,OpenStreetMap
住宅区,东马坊村,village,3.2,34.267482,108.709752,,node,14109980471,OpenStreetMap
住宅区,五席坊东村,village,3.38,34.274451,108.737776,,node,14109980476,OpenStreetMap
住宅区,科为城学府,residential,3.38,34.276858,108.683568,,way,1018163982,OpenStreetMap
住宅区,新沣和园北区,residential,3.43,34.267118,108.699394,,way,1317498211,OpenStreetMap
住宅区,清渭公馆,residential,3.43,34.325168,108.724677,,way,1500135738,OpenStreetMap
住宅区,新业佳苑,residential,3.51,34.276803,108.681827,,way,1018163983,OpenStreetMap
住宅区,华润沣华九里,residential,3.68,34.273584,108.682741,,way,1317498214,OpenStreetMap
住宅区,天福和园,residential,3.77,34.277601,108.677703,,way,591373138,OpenStreetMap
住宅区,新沣和园南区,residential,3.77,34.263909,108.6995,,way,1317498212,OpenStreetMap
住宅区,严小村,village,3.8,34.263297,108.723206,,node,14109980472,OpenStreetMap
住宅区,紫薇樾湾府,residential,3.8,34.286324,108.672385,,way,1317529988,OpenStreetMap
住宅区,沣水园-1号院,residential,3.85,34.300209,108.753644,,way,1002318448,OpenStreetMap
住宅区,科为城臻府,residential,3.85,34.271386,108.68276,,way,1317499368,OpenStreetMap
住宅区,万科沣华锦鸣,residential,3.91,34.26342,108.696663,,way,1317498213,OpenStreetMap
住宅区,科为城熙府,residential,3.94,34.273605,108.67896,,way,1317498216,OpenStreetMap
住宅区,蓝光雍锦湾,residential,4.05,34.281178,108.671795,,way,1018164018,OpenStreetMap
住宅区,理想欣港湾,residential,4.08,34.271385,108.679215,,way,1317498217,OpenStreetMap
住宅区,沣水园-2号院,residential,4.19,34.298886,108.757503,,way,970265902,OpenStreetMap
住宅区,华泰世纪华城小区,residential,4.22,34.3341,108.713845,,way,153341719,OpenStreetMap
住宅区,王道新苑,residential,4.42,34.264613,108.682733,,way,1317049966,OpenStreetMap
住宅区,人民路街道,suburb,4.43,34.336052,108.711607,,node,11535565521,OpenStreetMap
住宅区,沣水园三号院,residential,4.46,34.298058,108.760501,,way,970265900,OpenStreetMap
住宅区,中山街道,suburb,4.51,34.334921,108.726633,,node,11535565510,OpenStreetMap
住宅区,星岛假日,residential,4.52,34.319087,108.752637,,way,970259881,OpenStreetMap
住宅区,上林街道,suburb,4.62,34.321518,108.751868,,node,2470141400,OpenStreetMap
住宅区,新新佳园,residential,4.62,34.319296,108.753799,,way,970259880,OpenStreetMap
住宅区,江东新苑,residential,4.62,34.264658,108.679253,,way,1317049965,OpenStreetMap
住宅区,世纪锦城,residential,4.69,34.319047,108.754976,,way,970259882,OpenStreetMap
住宅区,屯铺村,village,4.92,34.252904,108.700868,,node,14109980477,OpenStreetMap
住宅区,西北国棉一厂,residential,4.92,34.340364,108.714845,,way,293147996,OpenStreetMap
住宅区,西兰路街道,suburb,5.01,34.339719,108.697857,,node,11535565522,OpenStreetMap
住宅区,林凯·溢金湾,residential,5.03,34.330192,108.748107,,way,1547506417,OpenStreetMap
住宅区,黄家寨,village,5.04,34.325757,108.753589,,node,9632018647,OpenStreetMap
住宅区,丰京苑,residential,5.13,34.250387,108.718936,,way,608396498,OpenStreetMap
住宅区,靠子屯,hamlet,5.13,34.252514,108.694152,,node,14109980478,OpenStreetMap
住宅区,中国铁建-西派澜庭,residential,5.19,34.263328,108.671925,,way,1317049971,OpenStreetMap
住宅区,高桥街道,suburb,5.23,34.249143,108.713433,,node,3011812879,OpenStreetMap
住宅区,丽彩·溪岸庄园,residential,5.27,34.298887,108.654758,,way,1547923776,OpenStreetMap
住宅区,西屯村,village,5.35,34.254944,108.681964,,node,14109980479,OpenStreetMap
住宅区,香榭汇沣,residential,5.35,34.248824,108.722155,,way,999987918,OpenStreetMap
住宅区,国润城,residential,5.46,34.31415,108.767292,,way,970259884,OpenStreetMap
住宅区,新兴路街道,suburb,5.49,34.344,108.727022,,node,11535565511,OpenStreetMap
住宅区,渭阳西路街道,suburb,5.49,34.334999,108.675075,,node,11535565524,OpenStreetMap
住宅区,南洋公馆（建设中）,residential,5.6,34.267684,108.66178,,way,1317776517,OpenStreetMap
住宅区,南洋东院小区,residential,5.64,34.260314,108.668588,,way,1017483370,OpenStreetMap
住宅区,古渡街道,suburb,5.77,34.341709,108.681711,,node,11535565523,OpenStreetMap
住宅区,紫气东来,residential,5.8,34.316955,108.769987,,way,970265895,OpenStreetMap
住宅区,上林雅居小区,residential,5.93,34.317048,108.771425,,way,970265898,OpenStreetMap
住宅区,梧桐中舍-浪漫花园,residential,6.0,34.265282,108.658521,,way,1017533274,OpenStreetMap
住宅区,白桦林印象,residential,6.11,34.311275,108.776021,,way,970275574,OpenStreetMap
住宅区,吴家堡街道,suburb,6.13,34.350746,108.701987,,node,11535565520,OpenStreetMap
住宅区,铁中生活区,residential,6.14,34.351206,108.717974,,way,1446705539,OpenStreetMap
住宅区,梧桐中舍,residential,6.17,34.263465,108.657732,,way,1017483350,OpenStreetMap
住宅区,文汇路街道,suburb,6.2,34.351289,108.722322,,node,11535565512,OpenStreetMap
住宅区,沣东新城沣科花园,residential,6.21,34.276212,108.775156,,way,970316394,OpenStreetMap
住宅区,奥林匹克花园一二期,residential,6.3,34.314829,108.776762,,way,152773821,OpenStreetMap
住宅区,沣东新城,suburb,6.38,34.264289,108.769687,,node,11286420978,OpenStreetMap
住宅区,马家堡村,village,6.51,34.354448,108.704989,,node,14109980450,OpenStreetMap
住宅区,渭阳街道,suburb,6.53,34.354415,108.721405,,node,11535565513,OpenStreetMap
住宅区,奥林匹克花园3期,residential,6.56,34.316446,108.779111,,way,153518103,OpenStreetMap
住宅区,梧桐西舍,residential,6.57,34.256984,108.658465,,way,1017533275,OpenStreetMap
住宅区,海逸长洲,residential,6.6,34.244164,108.74645,,way,999902343,OpenStreetMap
住宅区,渭滨街道,suburb,6.64,34.311186,108.642005,,node,2470141427,OpenStreetMap
住宅区,芊域溪源,residential,6.69,34.268275,108.776463,,way,1001795284,OpenStreetMap
住宅区,奥林匹克花园5-6期,residential,6.71,34.312832,108.782229,,way,153518105,OpenStreetMap
住宅区,中铁七局三公司咸阳家属基地（东院）,residential,6.76,34.356938,108.71563,,way,1445755054,OpenStreetMap
住宅区,招商雍景湾,residential,6.81,34.235335,108.719957,,way,999939798,OpenStreetMap
住宅区,奥林匹克花园4期,residential,6.83,34.314862,108.782862,,way,153518106,OpenStreetMap
住宅区,阳光城·上林府,residential,6.83,34.32049,108.780287,,way,697020887,OpenStreetMap
住宅区,中铁七局三公司咸阳家属基地（西院）,residential,6.84,34.35772,108.713523,,way,1446279509,OpenStreetMap
住宅区,南寨,village,6.86,34.278889,108.640278,,node,5762027879,OpenStreetMap
住宅区,华宇豪庭小区,residential,6.87,34.357865,108.717155,,way,1445204459,OpenStreetMap
住宅区,张旺渠村,village,6.91,34.238865,108.740889,,node,14104599902,OpenStreetMap
住宅区,三丰阳光城,residential,6.92,34.358418,108.712006,,node,13270239614,OpenStreetMap
住宅区,庄摆樊村,village,7.01,34.234904,108.694088,,node,14099046825,OpenStreetMap
住宅区,天和苑小区,residential,7.02,34.359289,108.712906,,way,1446275051,OpenStreetMap
住宅区,文林小区,residential,7.05,34.359607,108.71461,,way,1446275040,OpenStreetMap
住宅区,长青花园小区,residential,7.09,34.359897,108.716296,,way,1446645840,OpenStreetMap
住宅区,西延铁路咸阳小区,residential,7.12,34.360039,108.717392,,way,1446712598,OpenStreetMap
住宅区,绿地沣东新里城,residential,7.13,34.263559,108.778765,,way,1001795267,OpenStreetMap
住宅区,长途线务局家属院,residential,7.13,34.356756,108.686421,,way,926935978,OpenStreetMap
住宅区,西西安小镇,residential,7.15,34.323634,108.782414,,way,292587472,OpenStreetMap
住宅区,高新区,suburb,7.15,34.287601,108.634846,,node,11407256247,OpenStreetMap
住宅区,领航·尚宸,residential,7.21,34.360883,108.717578,,way,1446276772,OpenStreetMap
住宅区,官庄村,village,7.26,34.240018,108.752154,,node,14104566700,OpenStreetMap
住宅区,马务村,village,7.27,34.230931,108.707113,,node,14099046824,OpenStreetMap
住宅区,和园公寓,residential,7.29,34.252557,108.652731,,way,1017723391,OpenStreetMap
住宅区,西咸新区,suburb,7.3,34.335127,108.776017,,node,11286420977,OpenStreetMap
住宅区,恒大都市广场,residential,7.32,34.306802,108.790623,,way,969239168,OpenStreetMap
住宅区,沣水云间,residential,7.32,34.234536,108.739944,,way,1090942271,OpenStreetMap
住宅区,愿景园小区,residential,7.35,34.360169,108.73198,,way,320127081,OpenStreetMap
住宅区,和盛花园,residential,7.38,34.284219,108.790997,,way,608116719,OpenStreetMap
住宅区,庄河村,village,7.46,34.232066,108.688102,,node,14099046826,OpenStreetMap
住宅区,阳光城壹号·上林悦,residential,7.51,34.321641,108.787729,,way,1387167261,OpenStreetMap
住宅区,西安洺悦府,residential,7.57,34.323103,108.787661,,way,1387167260,OpenStreetMap
住宅区,海逸长洲,residential,7.63,34.231499,108.739718,,way,1090942269,OpenStreetMap
住宅区,渭滨新家园（东区）,residential,7.63,34.253172,108.647347,,way,1317516097,OpenStreetMap
住宅区,绿城西安和庐,residential,7.65,34.325089,108.787558,,way,1387167262,OpenStreetMap
住宅区,下泉村,village,7.66,34.240214,108.76063,,node,14104599901,OpenStreetMap
住宅区,中南上悦城,residential,7.66,34.298197,108.795374,,way,1434250258,OpenStreetMap
住宅区,大钧院,residential,7.66,34.252229,108.647854,,way,1317516098,OpenStreetMap
住宅区,东郭旗寨村,village,7.75,34.364899,108.69808,,node,14109980445,OpenStreetMap
住宅区,王寺街道,suburb,7.77,34.260349,108.784616,,node,11273984848,OpenStreetMap
住宅区,渭滨新家园（西区）,residential,7.82,34.252796,108.645005,,way,1317516096,OpenStreetMap
住宅区,创新港南区公寓（畅园）,residential,7.91,34.244434,108.65288,,way,1230119785,OpenStreetMap
住宅区,保利和光尘樾,construction,7.97,34.284793,108.797609,,way,969239167,OpenStreetMap
住宅区,落水村,village,8.04,34.243353,108.771702,,node,14104566699,OpenStreetMap
住宅区,纪杨寨,village,8.09,34.264801,108.791421,,way,1001156468,OpenStreetMap
住宅区,成家庄村,village,8.1,34.308247,108.625079,,node,14078743267,OpenStreetMap
住宅区,宗家庄村,village,8.13,34.300625,108.623684,,node,14078743266,OpenStreetMap
